,S/No.,Date,Closing Price,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6
894,894,06/07/2022,1853.62,gold investors in wait-and-see mode before u.s. cpi data,gold gains on subdued dollar as focus stays on u.s. inflation data,gold firms as economic jitters take centre stage,gold prices in check as central banks rev up policy tightening,#N/A,#N/A
895,893,06/08/2022,1852.82,gold slips as rise in u.s. bond yields dent demand,gold ticks up in choppy trade as growth concerns mount,"gold eases on firm dollar, yields as inflation test looms",gold dips on dollar rebound; u.s. inflation data in spotlight,#N/A,#N/A
896,892,06/09/2022,1847.09,gold eases as higher yields weigh before u.s. inflation data,"gold falls as yields, dollar firm ahead of u.s. inflation data",gold subdued on firm yields with u.s. inflation in focus,"gold inches lower as treasury yields rise ahead of u.s. jobs, inflation data",#N/A,#N/A
897,891,06/10/2022,1871.61,gold rebounds in roller coaster trade as economic fears grow,gold dips as treasury yields rise before u.s. inflation data release,#N/A,#N/A,#N/A,#N/A
898,890,06/13/2022,1820.98,gold holds near four-week low on elevated dollar,"gold slides over 2%, palladium sheds 7% as dollar stands tall",gold falls 1% as rate hike bets bolster dollar,gold prised off 1-month high as u.s. bond yields rise,#N/A,#N/A
899,889,06/14/2022,1810.99,gold edges higher as investors await big fed rate hike move,gold eases as dollar resumes rally in run up to fed decision,"gold steadies as dollar rally pauses, rate hike bets cap gains",gold hovers near 4-week low before key u.s. fed meeting,#N/A,#N/A
900,888,06/15/2022,1833.9,gold steady after u.s. fed cranks up interest rates,"gold charges higher as dollar, yields retreat after big fed rate hike",gold gains as dollar pulls back ahead of fed verdict,gold up on lower yields as investors await big fed rate hike move,#N/A,#N/A
901,887,06/16/2022,1851.01,"gold dips as dollar, treasury yields recover; faces worst week in a month",gold bounces 1% as dollar hastens retreat,gold dips as investors gauge rate hike prospects,gold dips on firmer dollar as investors digest fed rate hike,#N/A,#N/A
902,886,06/17/2022,1840.25,"gold poised for weekly fall as dollar firms, central banks raise rates","gold set for weekly decline after fed rate hike, dollar gains","gold prices fall, set for biggest weekly drop in a month",#N/A,#N/A,#N/A
903,885,06/20/2022,1839.17,gold ticks higher as dollar dips; wider rate-hike narrative in focus,"gold holds tight range, awaits more fed cues",gold prices firm in narrow range as dollar weakens,#N/A,#N/A,#N/A
904,884,06/21/2022,1831.39,"gold dips as higher dollar, u.s. bond yields weigh","gold stuck in a range as yields rise, rate hike bets increase","gold stalls as rising yields, rate hike bets counter dollar dip","gold slips as rate-hike bets grow, yields rise",gold holds still as focus remains on wider rate-hike narrative,#N/A
905,883,06/22/2022,1836.67,gold ticks lower after u.s. fed chief reaffirms inflation fight,gold gains as economic worries mount,gold firms as economic fears return to centre stage,gold extends losses on dollar strength; central banks in focus,#N/A,#N/A
906,882,06/23/2022,1824.7,"gold flat, set for second weekly fall on bigger rate-hike fears",gold slips on dollar gains as powell doubles down on policy tightening,"gold ekes out gains as slowdown fears mount, yields retreat",gold dips as dollar gains upper hand after powell remarks,gold dips after u.s. fed chief pledges to keep up inflation fight,#N/A
907,881,06/24/2022,1827.54,"gold edges higher as dollar slips, rate hike fears linger",gold eyes weekly decline as rate hikes loom,gold set to post a near 1% weekly fall on rate hike bets,gold set for second weekly drop on worries over big rate hikes,#N/A,#N/A
908,880,06/27/2022,1823.61,gold prices flat as rise in u.s. bond yields weighs,"gold edges lower, fall capped by weaker dollar and recession fears","gold rises as dollar struggles, economic risks persist",gold gains as g7 nations plan to ban bullion imports from russia,#N/A,#N/A
909,879,06/28/2022,1818.44,gold prices tick lower on dollar strength,gold range-bound as rate hike bets and recession fears collide,gold steadies as traders await central bank cues,gold edges higher as u.s. treasury yields slip; investors await fresh impetus,#N/A,#N/A
910,878,06/29/2022,1818.93,gold inches higher; set for worst quarter in five as dollar shines,gold choppy as investors weigh rate hikes against recession risks,"gold ekes out gains, but rate hike bets cap advance",gold prices buoyed by fall in u.s. bond yields,#N/A,#N/A
911,877,06/30/2022,1806.67,"gold dips on higher yields, faces third straight weekly fall",gold bound for worst quarter in over a year on hawkish fed,"gold heads for quarterly fall on stronger dollar, hawkish cenbanks",gold heads for worst quarter in five as dollar dominates,#N/A,#N/A
912,876,07/01/2022,1810.46,gold heads for weekly dip as hawkish cenbanks dull appeal,gold set for weekly dip as india import duty hike adds to headwinds,"gold dips below $1,800 as dollar gains, india hikes bullion import duty",#N/A,#N/A,#N/A
913,875,07/04/2022,1809.16,gold inches down as u.s. bond yields bounce back,gold slips as interest rate expectations sap appeal,"gold teeters above $1,800 as dollar strength weighs",#N/A,#N/A,#N/A
914,874,07/05/2022,1769.48,gold prices edge up after selloff as dollar eases,gold drops over 2% in selloff sparked by strong dollar,"gold dips as rate hike bets, strong dollar trump safe-haven bids","gold dips as stronger dollar, rate hikes trounce growth concerns",#N/A,#N/A
915,873,07/06/2022,1740.06,gold prices inch higher as dollar advance pauses,dollar rally saps gold's appeal as more fed hikes loom,gold languishes near december low as robust dollar weighs,gold sulks near 7-month low as dollar basks in safe-haven demand,#N/A,#N/A
916,872,07/07/2022,1741.94,gold prices inch higher as dollar softens; set for weekly loss,gold attempts rebound as dollar ascent stalls,gold finds reprieve after selloff as dollar rally cools,gold prices firm as dollar rally takes a breather,#N/A,#N/A
917,871,07/08/2022,1742.35,"gold loses shine on strong dollar, fed rate hike bets","stronger dollar, fed rate hike bets dim gold's glimmer",gold on track for fourth weekly drop as dollar strengthens,gold set for worst week in over 1 year as dollar soars,#N/A,#N/A
918,870,07/11/2022,1733.39,gold edges lower as dollar strength takes a toll,"dollar strength, looming rate hikes pin gold near 9-month low",gold nears 9-month low as looming rate hikes lift dollar,gold prices dip as lofty u.s. dollar smothers appeal,#N/A,#N/A
919,869,07/12/2022,1725.42,gold subdued on dollar strength ahead of u.s. inflation data,"gold hits 9-month low on strong dollar, looming rate hikes","gold struggles for traction as rate-hike bets, dollar dim appeal",gold steady above 9-month low as lower yields balance dollar strength,#N/A,#N/A
920,868,07/13/2022,1732.08,gold dips after u.s. inflation data sparks jumbo rate hike concerns,gold rebounds sharply from 1-year low as dollar slips,gold steadies near 9-month low with spotlight on u.s. cpi data,gold steady as investors stand by for u.s. inflation figures,#N/A,#N/A
921,867,07/14/2022,1711.78,"gold set for 5th weekly fall on dollar rally, rate hike fears",gold sheds over 2% on rampant dollar as big fed rate hike looms,gold slides as dollar rallies on steep fed rate hike bets,"gold falls as firm dollar, yields compound rate-hike woes",#N/A,#N/A
922,866,07/15/2022,1707.27,stronger dollar pushes gold to fifth weekly loss,gold heads toward fifth weekly decline on dollar strength,"gold faces fifth weekly loss on dollar surge, rate-hike fears",#N/A,#N/A,#N/A
923,865,07/18/2022,1708.26,"gold subdued as firmer u.s. dollar, yields dent appeal","gold gets reprieve on dollar dip, toned-down rate hike bets","gold recoups some losses on dollar weakness, hopes of less hawkish fed",gold rises as dollar retreats; traders focus on fed rate-hike path,#N/A,#N/A
924,864,07/19/2022,1710.01,gold steady as dollar dip counters higher bond yields,"gold gains on dollar retreat, focus on cenbank cues",gold prices steady as easing dollar lifts appeal,gold trapped in tight range as central bank meetings loom,#N/A,#N/A
925,863,07/20/2022,1695.5,"gold hits near one-year low on dollar strength, imminent rate hikes",gold prices dip as dollar holds ground,"gold eases as dollar gains, recession fears ebb",gold eases as dollar dip offers no respite from rate-hike fears,#N/A,#N/A
926,862,07/21/2022,1718.55,gold set for first weekly gain in six on slowdown fears,"gold bounces back as dollar slips, economic risks grow","gold hits over 1-year low, ecb rate decision in focus","corrected-gold hits over 1-year low, ecb's rate decision in focus",gold drops to near one-year low as rate-hike fears loom,#N/A
927,861,07/22/2022,1727.45,"gold set to snap 5-week losing streak on softer dollar, yields","gold rises on falling yields, focus shifts to fed meeting","gold slips on dollar rebound, but set for first weekly rise in six",#N/A,#N/A,#N/A
928,860,07/25/2022,1719.06,gold firms on softer dollar as spotlight shifts to fed,gold dips on uptick in yields ahead of expected fed rate hike,gold ticks up as dollar eases; fed move in focus,gold holds steady on lower yields; fed rate hike looms,#N/A,#N/A
929,859,07/26/2022,1718.02,gold ticks up as investors brace for u.s. fed meeting's outcome,gold stalls as pre-fed verdict jitters grip investors,gold in tight range as investors strap in for fed rate verdict,gold ticks up in range-bound trade ahead of u.s. fed meet,#N/A,#N/A
930,858,07/27/2022,1738.87,"gold rises as dollar, yields slip after fed hike, powell comments",gold bounces over 1% as dollar retreats post fed verdict,gold ticks up on softer dollar as investors eye fed strategy,gold steady as investors sit tight ahead of u.s. fed rate decision,#N/A,#N/A
931,857,07/28/2022,1755.05,firm dollar pushes gold to fourth straight monthly loss,gold accelerates on gloomy u.s. economic readings,gold holds firm as less hawkish fed buoys appeal,gold rises as fed's powell allays fears over large rate hikes,#N/A,#N/A
932,856,07/29/2022,1766.16,gold bounces back as dollar retreats,gold bound for weekly gain on softer dollar as sharp rate-hike bets cool,gold set for best week in nearly 5 months on softer dollar,#N/A,#N/A,#N/A
933,855,08/01/2022,1772.11,"gold climbs four-week peak as u.s. treasury yields, dollar fall",gold hits near one-month high on dollar weakness,"gold extends gains on dollar dip, traders eye economic cues",gold steadies near 3-1/2-week high as weaker dollar supports,#N/A,#N/A
934,854,08/02/2022,1756.78,"gold falls as u.s. dollar, yields rise on hawkish fed comments","gold near 1-month high on recession fears, china-u.s. tensions",gold eyes fifth session of gains on lower u.s. bond yields,"gold scales four-week peak on lower u.s. yields, dollar",#N/A,#N/A
935,853,08/03/2022,1763.71,"gold firms as dollar, yields retreat; u.s. jobs report in focus","gold range-bound as dollar, t-bond yields pick up steam",gold rebounds as u.s.-china tensions boost safe-haven appeal,"gold rises as softer dollar, china-u.s. tensions lift appeal",#N/A,#N/A
936,852,08/04/2022,1793.47,"gold firms near one-month peak on softer dollar, slowdown worries","dollar dip, u.s.-china tensions push gold to a new 1-month peak","gold gains more than 1% as u.s. dollar, yields pull back",gold climbs as yields retreat with u.s. jobs report in focus,#N/A,#N/A
937,851,08/05/2022,1774.97,gold dips 1% as robust u.s. jobs data eases recession concerns,gold set for third weekly gain as u.s. jobs data looms,gold at 1-month peak as bond yields dip ahead of u.s. jobs data,#N/A,#N/A,#N/A
938,850,08/08/2022,1789.26,"gold holds steady on lower yields, with focus on u.s. inflation data","gold gains as dollar, yields slip; focus on u.s. inflation data","gold rises as dollar, yields pull back",gold flat as strong u.s. data boosts bets of big fed rate hike,#N/A,#N/A
939,849,08/09/2022,1794.16,gold prices subdued as investors await u.s. inflation data,"gold ticks up on softer dollar, spotlight on u.s. inflation data",gold consolidates as traders brace for u.s. inflation data,gold subdued as investors focus on u.s. inflation data,#N/A,#N/A
940,848,08/10/2022,1791.78,gold retreats as fed officials hint at big rate hikes,gold ticks lower after fed officials call for more rate hikes,gold little changed as investors strap in for u.s. inflation data,gold eases off one-month peak in run up to u.s. inflation data,#N/A,#N/A
941,847,08/11/2022,1789.19,gold set for fourth weekly gain as u.s. dollar under pressure,gold inches lower on rate hike expectations by federal reserve,gold subdued on fed comments after u.s. inflation data,gold on backfoot as fed officials signal more rate hikes,#N/A,#N/A
